address,images,text,type,date,compensation,link
"
        ,
Growing Construction Management Co Needs New Talent,
We are a growing General Construction Management Company, currently based out of Thornwood, NY. Our ACV is growing from $10M/year to $40M/year. We have several projects on the horizon, we are rebuilding our Project Management Engineering and Support team and need to expand our operations. Positions start in January.,
,
Check out our website www.AAJedsonCompanyLLC.com,
Please do not contact us through the website to be considered for these positions. Please email us through Craigslist so your resume goes right to our Hiring Manager.,
,
We are accepting applications from positive and confident, solution-driven candidates able to work within a team and independently with minimal supervision. The positions will require you to be prepared to function in many different roles within a fast-paced challenging environment. Time management skills, the ability to work under pressure, and able to adhere to strict project deadlines are required. Candidates will need to effectively and respectfully communicate in writing and verbally. Must be professional, punctual, and honest at all times.,
I.	Project Managers/Assistant Project Managers and Superintendents of Construction/Assistant Superintendents,
-	Minimum two years of experience within the construction industry.,
-	Assisting with preparing and documenting RFIs, Submittals, Bids, Proposals, Take-offs, Estimates, Subcontracts, Purchase Orders, Additional Work Orders, and Change Orders.,
-	Experienced with PO Logs, Commitments, CO/AWO Logs, and Reconciliation of Subcontractors.,
-	Understand and manage the relationships between internal colleagues, the clients' representatives, architectural and engineering teams, the subcontractors, vendors, suppliers, inspectors, and more.,
-	Experienced with Microsoft Office tools, databases, architectural drawings on PDF and CAD, ProCore Project Management software, Quickbooks, and internet-based research. ,
-	Maintain construction schedules, budgeting of contracts and purchases, and resource allocation.,
-	Understand CSI Master Format and how to utilize it in the estimating, construction accounting, contracting, purchasing, and scheduling processes.,
-	Per project profit and loss analysis. ,
-	Assist in synchronizing daily reports, logistics coordination, and establish project management procedures.,
-	Assist in all matters of expediting, permitting, licensing, and insurances.,
-	Needs to demonstrate resourcefulness in setting priorities, proposing new ways of creating efficiencies, and leading investment in people and systems.,
,
We are committed to provide an equal employment opportunity for all associates and job applicants regardless of race, religion, color, sex, sexual orientation, gender, gender identity, age, national origin, ancestry, citizenship, medical condition, marital status, protected veteran or disability status or any factor prohibited by law, and as such affirms in policy and practice to support and promote the concept of equal employment opportunity and affirmative action, in accordance with all applicable laws (federal, state, local).,
    ",,APMs and Assistant Supers looking for growth?,full-time,2018-12-13 20:38,full-time,https://newyork.craigslist.org/wch/egr/d/apms-and-assistant-supers/6772206653.html
"
        ,
, ,New York City's leading professional firm dedicated to the preservation of buildings and infrastructure is currently seeking a structural engineer with 2 to 5 years of restoration experience. , 

SUPERSTRUCTURES works on an array of challenging projects on many of New York's most prominent buildings. We've won frequent awards, as well as the loyalty of some of the premier clients in the region -- public, corporate and residential.  Our work embraces all components of the building envelope and underlying structure - facades, roofs, windows, and plazas - and the full complement of materials, from landmark terra cotta to high performance curtain walls. We take pride in being an industry leader in such practice areas as Local Law 11 inspections and repairs., 

We work in teams. Teams are assigned to projects based on synergies between project requirements and the capabilities of each team member. This arrangement offers employees the dual advantages of a ""small office experience"" coupled with access to the centralized resources of a larger firm. You'll be supported by some of the most sophisticated technology in the profession, including proprietary computer systems and applications, advanced photography and image processing, and state of the art non-destructive diagnostic equipment and techniques. , 

Employees typically participate in all phases of a project from inception through completion: proposal, investigation, construction documents, bid negotiation, and construction administration. You'll have the opportunity to see the designs you draw executed in the field, and you'll take on greater responsibility and client exposure as soon as you are ready. , 

Frequent lunchtime seminars by industry experts, including our own in-house personnel, keep us current on developments in the profession (with the additional benefit of a free lunch). , 

SUPERSTRUCTURES offers top-level compensation for top-level people, and the advancement potential of a thriving company. , 

We are committed to a work / life balance, and to a work week of 40 hours.  When, on occasion, more than 40 hours are required, our employees are compensated for every additional hour worked. 
Our benefits include paid holidays, vacation and sick days, health insurance for employee and family, 401(k) with automatic employer contribution, a continuing education allowance, and free NYC Transit MetroCards. , 

Our light-filled office is in a landmarked building with 16' high ceilings, 8' tall windows, and drop dead views in three directions - not a bad place to spend the workday., 

Our Tribeca location is one of New York City's most convenient and vibrant, easily accessible via public transportation. The A, C, and E subway lines stop right in the building. The N, R, #1, and #6 lines are each just a few blocks away., 

SUPERSTRUCTURES welcomes applications in reply to this posting. Please include a cover letter with salary requirements, your resume, and a few pages of attachments that display your capabilities (maximum of 10MB please). , 

Note: Our thanks in advance to those submitting applications; only those candidates under consideration will be contacted. ,  

For additional information, visit our website at ,
    ",,Facade / Building Envelope Structural Engineer,full-time,2018-12-14 16:59,full-time,https://newyork.craigslist.org/mnh/egr/d/facade-building-envelope/6772857690.html
"
        ,
, ,New York City's leading professional firm dedicated to the preservation of buildings and infrastructure is currently seeking a project architect with 5+ years of restoration experience. , 

SUPERSTRUCTURES works on an array of challenging projects on many of New York's most prominent buildings. We've won frequent awards, as well as the loyalty of some of the premier clients in the region -- public, corporate and residential.  Our work embraces all components of the building envelope and underlying structure - facades, roofs, windows, and plazas - and the full complement of materials, from landmark terra cotta to high performance curtain walls. We take pride in being an industry leader in such practice areas as Local Law 11 inspections and repairs., 

We work in teams. Teams are assigned to projects based on synergies between project requirements and the capabilities of each team member. This arrangement offers employees the dual advantages of a ""small office experience"" coupled with access to the centralized resources of a larger firm. You'll be supported by some of the most sophisticated technology in the profession, including proprietary computer systems and applications, advanced photography and image processing, and state of the art non-destructive diagnostic equipment and techniques. , 

Employees typically participate in all phases of a project from inception through completion: proposal, investigation, construction documents, bid negotiation, and construction administration. You'll have the opportunity to see the designs you draw executed in the field, and you'll take on greater responsibility and client exposure as soon as you are ready. , 

Frequent lunchtime seminars by industry experts, including our own in-house personnel, keep us current on developments in the profession (with the additional benefit of a free lunch). , 

SUPERSTRUCTURES offers top-level compensation for top-level people, and the advancement potential of a thriving company. , 

We are committed to a work / life balance, and to a work week of 40 hours.  When, on occasion, more than 40 hours are required, our employees are compensated for every additional hour worked. 
Our benefits include paid holidays, vacation and sick days, health insurance for employee and family, 401(k) with automatic employer contribution, a continuing education allowance, and free NYC Transit MetroCards. , 

Our light-filled office is in a landmarked building with 16' high ceilings, 8' tall windows, and drop dead views in three directions - not a bad place to spend the workday., 

Our Tribeca location is one of New York City's most convenient and vibrant, easily accessible via public transportation. The A, C, and E subway lines stop right in the building. The N, R, #1, and #6 lines are each just a few blocks away., 

SUPERSTRUCTURES welcomes applications in reply to this posting. Please include a cover letter with salary requirements, your resume, and a few pages of attachments that display your capabilities (maximum of 10MB please). , 

Note: Our thanks in advance to those submitting applications; only those candidates under consideration will be contacted. ,  

For additional information, visit our website at ,
    ",,Facade / Building Envelope Project Architect,full-time,2018-12-14 17:02,full-time,https://newyork.craigslist.org/mnh/egr/d/facade-building-envelope/6772860360.html
"
        ,
, ,New York City's leading professional firm dedicated to the preservation of buildings and infrastructure is currently seeking a  structural project engineer with 5+ years of restoration experience. , 

SUPERSTRUCTURES works on an array of challenging projects on many of New York's most prominent buildings. We've won frequent awards, as well as the loyalty of some of the premier clients in the region -- public, corporate and residential.  Our work embraces all components of the building envelope and underlying structure - facades, roofs, windows, and plazas - and the full complement of materials, from landmark terra cotta to high performance curtain walls. We take pride in being an industry leader in such practice areas as Local Law 11 inspections and repairs., 

We work in teams. Teams are assigned to projects based on synergies between project requirements and the capabilities of each team member. This arrangement offers employees the dual advantages of a ""small office experience"" coupled with access to the centralized resources of a larger firm. You'll be supported by some of the most sophisticated technology in the profession, including proprietary computer systems and applications, advanced photography and image processing, and state of the art non-destructive diagnostic equipment and techniques. , 

Employees typically participate in all phases of a project from inception through completion: proposal, investigation, construction documents, bid negotiation, and construction administration. You'll have the opportunity to see the designs you draw executed in the field, and you'll take on greater responsibility and client exposure as soon as you are ready. , 

Frequent lunchtime seminars by industry experts, including our own in-house personnel, keep us current on developments in the profession (with the additional benefit of a free lunch). , 

SUPERSTRUCTURES offers top-level compensation for top-level people, and the advancement potential of a thriving company. , 

We are committed to a work / life balance, and to a work week of 40 hours.  When, on occasion, more than 40 hours are required, our employees are compensated for every additional hour worked. 
Our benefits include paid holidays, vacation and sick days, health insurance for employee and family, 401(k) with automatic employer contribution, a continuing education allowance, and free NYC Transit MetroCards. , 

Our light-filled office is in a landmarked building with 16' high ceilings, 8' tall windows, and drop dead views in three directions - not a bad place to spend the workday., 

Our Tribeca location is one of New York City's most convenient and vibrant, easily accessible via public transportation. The A, C, and E subway lines stop right in the building. The N, R, #1, and #6 lines are each just a few blocks away., 

SUPERSTRUCTURES welcomes applications in reply to this posting. Please include a cover letter with salary requirements, your resume, and a few pages of attachments that display your capabilities (maximum of 10MB please). , 

Note: Our thanks in advance to those submitting applications; only those candidates under consideration will be contacted. ,  

For additional information, visit our website at ,
    ",,Facade / Building Envelope Structural Project Engineer,full-time,2018-12-14 17:01,full-time,https://newyork.craigslist.org/mnh/egr/d/facade-building-envelope/6772859564.html
"
        ,
, ,New York City's leading professional firm dedicated to the preservation of buildings and infrastructure is currently seeking an  
architect with 2 to 5 years of restoration experience. , 

SUPERSTRUCTURES works on an array of challenging projects on many of New York's most prominent buildings. We've won frequent awards, as well as the loyalty of some of the premier clients in the region -- public, corporate and residential.  Our work embraces all components of the building envelope and underlying structure - facades, roofs, windows, and plazas - and the full complement of materials, from landmark terra cotta to high performance curtain walls. We take pride in being an industry leader in such practice areas as Local Law 11 inspections and repairs., 

We work in teams. Teams are assigned to projects based on synergies between project requirements and the capabilities of each team member. This arrangement offers employees the dual advantages of a ""small office experience"" coupled with access to the centralized resources of a larger firm. You'll be supported by some of the most sophisticated technology in the profession, including proprietary computer systems and applications, advanced photography and image processing, and state of the art non-destructive diagnostic equipment and techniques. , 

Employees typically participate in all phases of a project from inception through completion: proposal, investigation, construction documents, bid negotiation, and construction administration. You'll have the opportunity to see the designs you draw executed in the field, and you'll take on greater responsibility and client exposure as soon as you are ready. , 

Frequent lunchtime seminars by industry experts, including our own in-house personnel, keep us current on developments in the profession (with the additional benefit of a free lunch). , 

SUPERSTRUCTURES offers top-level compensation for top-level people, and the advancement potential of a thriving company. , 

We are committed to a work / life balance, and to a work week of 40 hours.  When, on occasion, more than 40 hours are required, our employees are compensated for every additional hour worked. 
Our benefits include paid holidays, vacation and sick days, health insurance for employee and family, 401(k) with automatic employer contribution, a continuing education allowance, and free NYC Transit MetroCards. , 

Our light-filled office is in a landmarked building with 16' high ceilings, 8' tall windows, and drop dead views in three directions - not a bad place to spend the workday., 

Our Tribeca location is one of New York City's most convenient and vibrant, easily accessible via public transportation. The A, C, and E subway lines stop right in the building. The N, R, #1, and #6 lines are each just a few blocks away., 

SUPERSTRUCTURES welcomes applications in reply to this posting. Please include a cover letter with salary requirements, your resume, and a few pages of attachments that display your capabilities (maximum of 10MB please). , 

Note: Our thanks in advance to those submitting applications; only those candidates under consideration will be contacted. ,  

For additional information, visit our website at ,
    ",,Facade / Building Envelope Architect,full-time,2018-12-14 17:00,full-time,https://newyork.craigslist.org/mnh/egr/d/facade-building-envelope/6772858421.html
"
        ,
, ,New York City's leading professional firm dedicated to the preservation of buildings and infrastructure is currently seeking an  
entry-level junior architect. , 

SUPERSTRUCTURES works on an array of challenging projects on many of New York's most prominent buildings. We've won frequent awards, as well as the loyalty of some of the premier clients in the region -- public, corporate and residential.  Our work embraces all components of the building envelope and underlying structure - facades, roofs, windows, and plazas - and the full complement of materials, from landmark terra cotta to high performance curtain walls. We take pride in being an industry leader in such practice areas as Local Law 11 inspections and repairs., 

We work in teams. Teams are assigned to projects based on synergies between project requirements and the capabilities of each team member. This arrangement offers employees the dual advantages of a ""small office experience"" coupled with access to the centralized resources of a larger firm. You'll be supported by some of the most sophisticated technology in the profession, including proprietary computer systems and applications, advanced photography and image processing, and state of the art non-destructive diagnostic equipment and techniques. , 

Employees typically participate in all phases of a project from inception through completion: proposal, investigation, construction documents, bid negotiation, and construction administration. You'll have the opportunity to see the designs you draw executed in the field, and you'll take on greater responsibility and client exposure as soon as you are ready. , 

Frequent lunchtime seminars by industry experts, including our own in-house personnel, keep us current on developments in the profession (with the additional benefit of a free lunch). , 

SUPERSTRUCTURES offers top-level compensation for top-level people, and the advancement potential of a thriving company. , 

We are committed to a work / life balance, and to a work week of 40 hours.  When, on occasion, more than 40 hours are required, our employees are compensated for every additional hour worked. 
Our benefits include paid holidays, vacation and sick days, health insurance for employee and family, 401(k) with automatic employer contribution, a continuing education allowance, and free NYC Transit MetroCards. , 

Our light-filled office is in a landmarked building with 16' high ceilings, 8' tall windows, and drop dead views in three directions - not a bad place to spend the workday., 

Our Tribeca location is one of New York City's most convenient and vibrant, easily accessible via public transportation. The A, C, and E subway lines stop right in the building. The N, R, #1, and #6 lines are each just a few blocks away., 

SUPERSTRUCTURES welcomes applications in reply to this posting. Please include a cover letter with salary requirements, your resume, and a few pages of attachments that display your capabilities (maximum of 10MB please). , 

Note: Our thanks in advance to those submitting applications; only those candidates under consideration will be contacted. ,  

For additional information, visit our website at ,
    ",,Facade / Building Envelope Junior Architect,full-time,2018-12-14 17:05,full-time,https://newyork.craigslist.org/mnh/egr/d/facade-building-envelope/6772863264.html
"
        ,
Support Buildings of New York, a Manhattan based full-service expediting and consulting firm, is seeking a full-time, experienced Violations Coordinator. ,
,
Required Credentials for Position:,
,
•	Active FDNY File Rep ID & NYC DOB Code and Zoning Representative Class 1 License,
•	Active Class 2 ID (Preferred),
•	Minimum five (5) years of relevant experience and working with agencies such as DOB, FDNY, ECB, ,
        DEP...etc.,
•	Ability to attend Environmental Control Board Hearings and aid in dismissing open violations,
•	Experience with the preparation of violation documentation and forms,
•	Review and assess all active violations and coordinate with clients on getting them resolved,
•	Promptly Schedule and prepare for any upcoming hearings and keeping track via Outlook Calendar,
•	Obtain weekly open violation reports from ECB,
•	Able to use Microsoft Office Suite (outlook, word, excel),
•	Responsible for following up on all projects,
•	Professional attitude with great communication (written and verbal) and organizational skills a must,
•	Ability to the follow office protocols and procedures a must,
•	Punctual,
,
Education Requirements:,
•	College Degree in Related Field (preferred),
,
,
Note: Principals only. Recruiters, please don't contact this job poster. DO NOT contact us with unsolicited services or offers    ",,Filing Representative - Violation Specialist,full-time,2018-11-29 10:41,full-time,https://newyork.craigslist.org/mnh/egr/d/filing-representative/6760450977.html
"
        ,
Engineering firm, providing engineering design services in varies residential, hotel, commercial/office buildings, restaurants, and retail store projects throughout New York City. ,
,
 We currently have few openings for junior mechanical HVAC engineers. Experience engineers are welcomed to apply for senior level positions. ,
,
 QUALIFICATIONS,
 -US Bachelor's degree in Mechanical Engineering ,
 -Must be knowledgeable and experienced in AutoCAD, Revit preferred.,
 -Minimum 2 year experience is required. ,
◦Principals only. Recruiters, please don't contact this job poster.,
◦do NOT contact us with unsolicited services or offers,
    ",,Mechanical HVAC Engineer,full-time,2018-11-29 13:50,full-time,https://newyork.craigslist.org/mnh/egr/d/mechanical-hvac-engineer/6760655485.html
"
        ,
Seeking Full Time EXPERIENCED architectural draftperson or Licensed Architect for busy established architectural firm located in Great Neck, Long Island.,
,
Knowledge of NYC Energy Code - Preparation of Plans,
,
Knowledge of NYC Zoning/Code, NYC DOB Applications a Plus,
,
 Minimum 5 years experience. Must be motivated and a true self starter. Ability to work on multiple projects & various project types. Ability to coordinate with various consultants.,
,
 Strong leadership & communication skills.,
,
 Experience in architectural drafting, familiarity with all aspects of construction drawings, working knowledge of construction and building materials, zoning, building code, energy code, etc.,
,
 Experience with both high end residential construction as well as, NYC work a plus,
,
 Duties will also include, meetings with clients, contractors, working with various Towns/Villages Building Departments, preparation of applications, etc,
,
 Must be able to Multi-task.   Must be a TEAM PLAYER,
 Quality, Accuracy is a MUST,
 Professional Working Environment,
 Paid Holiday/Vacation/Sick/Personal Days,
,
    ",,Draftsperson/Architect,full-time,2018-11-29 16:00,full-time,https://newyork.craigslist.org/lgi/egr/d/draftsperson-architect/6760788333.html
"
        ,
IMMEDIATE NEED for a Senior Project Manager for a downtown NYC University facilities and construction group. The successful candidates will work independently on long-term projects as the Construction Project Manager on various university capital improvement projects for their five year capital improvement plan.  ,
,
Must be able to prepare construction bids, formulate change orders, evaluate bids and make recommendations.  Five to ten years or more of combined Architecture, Owner's Rep, MEP engineering and construction experience. Majority of improvement projects for long term improvements are Mechanical or Electrical in nature.  This is an in-house project management position with minimal visits to the nearby sites.  Require excellent written and verbal communication skills.  Required; Bachelor's degree in Architecture, Mechanical (preferred) or Electrical Engineering or Construction Management.  This is a temp-to-perm position.    ",,Senior Project Manager - Construction Manager,contract,2018-11-30 10:34,contract,https://newyork.craigslist.org/mnh/egr/d/senior-project-manager/6761283209.html
